Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Poultry,8,2003,2003,Mid point of prediction interval,0.7
Poultry,8,2003,2003,Upper bound of prediction interval,1.7
Poultry,9,2003,2003,Lower bound of prediction interval,0
Poultry,9,2003,2003,Mid point of prediction interval,0.7
Poultry,9,2003,2003,Upper bound of prediction interval,1.5
Poultry,10,2003,2003,Lower bound of prediction interval,0.2
Poultry,10,2003,2003,Mid point of prediction interval,0.8
Poultry,10,2003,2003,Upper bound of prediction interval,1.3
Poultry,11,2003,2003,Lower bound of prediction interval,0.7
Poultry,11,2003,2003,Mid point of prediction interval,1.1
Poultry,11,2003,2003,Upper bound of prediction interval,1.5
Poultry,12,2003,2003,Lower bound of prediction interval,0.9
Poultry,12,2003,2003,Mid point of prediction interval,1.1
Poultry,12,2003,2003,Upper bound of prediction interval,1.4
Fish and seafood,7,2002,2003,Lower bound of prediction interval,-2.1
Fish and seafood,7,2002,2003,Mid point of prediction interval,1.5
Fish and seafood,7,2002,2003,Upper bound of prediction interval,5
Fish and seafood,8,2002,2003,Lower bound of prediction interval,-1.7
Fish and seafood,8,2002,2003,Mid point of prediction interval,1.7
Fish and seafood,8,2002,2003,Upper bound of prediction interval,5.1
Fish and seafood,9,2002,2003,Lower bound of prediction interval,-2
Fish and seafood,9,2002,2003,Mid point of prediction interval,1.2
Fish and seafood,9,2002,2003,Upper bound of prediction interval,4.5
Fish and seafood,10,2002,2003,Lower bound of prediction interval,-1.4
Fish and seafood,10,2002,2003,Mid point of prediction interval,1.8
Fish and seafood,10,2002,2003,Upper bound of prediction interval,5.1
Fish and seafood,11,2002,2003,Lower bound of prediction interval,-1.6
Fish and seafood,11,2002,2003,Mid point of prediction interval,1.4
Fish and seafood,11,2002,2003,Upper bound of prediction interval,4.6
Fish and seafood,12,2002,2003,Lower bound of prediction interval,-1.7
Fish and seafood,12,2002,2003,Mid point of prediction interval,1.2
Fish and seafood,12,2002,2003,Upper bound of prediction interval,4.1
Fish and seafood,1,2003,2003,Lower bound of prediction interval,-2.8
Fish and seafood,1,2003,2003,Mid point of prediction interval,0.6
Fish and seafood,1,2003,2003,Upper bound of prediction interval,4.1
Fish and seafood,2,2003,2003,Lower bound of prediction interval,-2.3
Fish and seafood,2,2003,2003,Mid point of prediction interval,0.7
Fish and seafood,2,2003,2003,Upper bound of prediction interval,3.9
Fish and seafood,3,2003,2003,Lower bound of prediction interval,-1.4
Fish and seafood,3,2003,2003,Mid point of prediction interval,1.2
Fish and seafood,3,2003,2003,Upper bound of prediction interval,3.9
Fish and seafood,4,2003,2003,Lower bound of prediction interval,-2
Fish and seafood,4,2003,2003,Mid point of prediction interval,0.3
Fish and seafood,4,2003,2003,Upper bound of prediction interval,2.7
Fish and seafood,5,2003,2003,Lower bound of prediction interval,-1.8
Fish and seafood,5,2003,2003,Mid point of prediction interval,0.2
Fish and seafood,5,2003,2003,Upper bound of prediction interval,2.2
Fish and seafood,6,2003,2003,Lower bound of prediction interval,-0.9
Fish and seafood,6,2003,2003,Mid point of prediction interval,0.7
Fish and seafood,6,2003,2003,Upper bound of prediction interval,2.4
Fish and seafood,7,2003,2003,Lower bound of prediction interval,-0.2
Fish and seafood,7,2003,2003,Mid point of prediction interval,1.2
Fish and seafood,7,2003,2003,Upper bound of prediction interval,2.6
Fish and seafood,8,2003,2003,Lower bound of prediction interval,-0.3
Fish and seafood,8,2003,2003,Mid point of prediction interval,0.8
Fish and seafood,8,2003,2003,Upper bound of prediction interval,1.9
Fish and seafood,9,2003,2003,Lower bound of prediction interval,0.3
Fish and seafood,9,2003,2003,Mid point of prediction interval,1.1
Fish and seafood,9,2003,2003,Upper bound of prediction interval,2
Fish and seafood,10,2003,2003,Lower bound of prediction interval,0.4
Fish and seafood,10,2003,2003,Mid point of prediction interval,1
Fish and seafood,10,2003,2003,Upper bound of prediction interval,1.6
Fish and seafood,11,2003,2003,Lower bound of prediction interval,0.5
Fish and seafood,11,2003,2003,Mid point of prediction interval,0.9
Fish and seafood,11,2003,2003,Upper bound of prediction interval,1.3
Fish and seafood,12,2003,2003,Lower bound of prediction interval,0.8
Fish and seafood,12,2003,2003,Mid point of prediction interval,1
Fish and seafood,12,2003,2003,Upper bound of prediction interval,1.2
Eggs,7,2002,2003,Lower bound of prediction interval,-26.9
Eggs,7,2002,2003,Mid point of prediction interval,-6.4
Eggs,7,2002,2003,Upper bound of prediction interval,20.6
Eggs,8,2002,2003,Lower bound of prediction interval,-22.1
Eggs,8,2002,2003,Mid point of prediction interval,-1.4
Eggs,8,2002,2003,Upper bound of prediction interval,25.7
Eggs,9,2002,2003,Lower bound of prediction interval,-19.9
Eggs,9,2002,2003,Mid point of prediction interval,0.2
Eggs,9,2002,2003,Upper bound of prediction interval,26.6
Eggs,10,2002,2003,Lower bound of prediction interval,-20.3
Eggs,10,2002,2003,Mid point of prediction interval,-1.6
Eggs,10,2002,2003,Upper bound of prediction interval,22
Eggs,11,2002,2003,Lower bound of prediction interval,-20
Eggs,11,2002,2003,Mid point of prediction interval,-2.7
Eggs,11,2002,2003,Upper bound of prediction interval,19.3
Eggs,12,2002,2003,Lower bound of prediction interval,-14.3
Eggs,12,2002,2003,Mid point of prediction interval,2.7
Eggs,12,2002,2003,Upper bound of prediction interval,23.8
Eggs,1,2003,2003,Lower bound of prediction interval,-10.1
Eggs,1,2003,2003,Mid point of prediction interval,5.6
Eggs,1,2003,2003,Upper bound of prediction interval,24.5
Eggs,2,2003,2003,Lower bound of prediction interval,-9.1
Eggs,2,2003,2003,Mid point of prediction interval,5.1
Eggs,2,2003,2003,Upper bound of prediction interval,21.8
Eggs,3,2003,2003,Lower bound of prediction interval,-5.7
Eggs,3,2003,2003,Mid point of prediction interval,6.6
Eggs,3,2003,2003,Upper bound of prediction interval,21.1
Eggs,4,2003,2003,Lower bound of prediction interval,-3.2
Eggs,4,2003,2003,Mid point of prediction interval,7.5
Eggs,4,2003,2003,Upper bound of prediction interval,20.1
Eggs,5,2003,2003,Lower bound of prediction interval,-2
Eggs,5,2003,2003,Mid point of prediction interval,7.1
Eggs,5,2003,2003,Upper bound of prediction interval,17.6
Eggs,6,2003,2003,Lower bound of prediction interval,-2.5
Eggs,6,2003,2003,Mid point of prediction interval,4.8
Eggs,6,2003,2003,Upper bound of prediction interval,13.5
Eggs,7,2003,2003,Lower bound of prediction interval,0.5
Eggs,7,2003,2003,Mid point of prediction interval,6.6
Eggs,7,2003,2003,Upper bound of prediction interval,13.7
Eggs,8,2003,2003,Lower bound of prediction interval,2.3
Eggs,8,2003,2003,Mid point of prediction interval,7.2
Eggs,8,2003,2003,Upper bound of prediction interval,12.9
Eggs,9,2003,2003,Lower bound of prediction interval,5.6
Eggs,9,2003,2003,Mid point of prediction interval,9.5
Eggs,9,2003,2003,Upper bound of prediction interval,14
Eggs,10,2003,2003,Lower bound of prediction interval,7.9
Eggs,10,2003,2003,Mid point of prediction interval,10.6
Eggs,10,2003,2003,Upper bound of prediction interval,13.8
Eggs,11,2003,2003,Lower bound of prediction interval,9.6
Eggs,11,2003,2003,Mid point of prediction interval,11.3
Eggs,11,2003,2003,Upper bound of prediction interval,13.3
Eggs,12,2003,2003,Lower bound of prediction interval,12.1
Eggs,12,2003,2003,Mid point of prediction interval,13
Eggs,12,2003,2003,Upper bound of prediction interval,14
Dairy products,7,2002,2003,Lower bound of prediction interval,-9.7
Dairy products,7,2002,2003,Mid point of prediction interval,-1.2
Dairy products,7,2002,2003,Upper bound of prediction interval,8.1
Dairy products,8,2002,2003,Lower bound of prediction interval,-8.9
Dairy products,8,2002,2003,Mid point of prediction interval,-0.7
Dairy products,8,2002,2003,Upper bound of prediction interval,8
Dairy products,9,2002,2003,Lower bound of prediction interval,-7.8
Dairy products,9,2002,2003,Mid point of prediction interval,-0.2
Dairy products,9,2002,2003,Upper bound of prediction interval,8.1
Dairy products,10,2002,2003,Lower bound of prediction interval,-8.5
Dairy products,10,2002,2003,Mid point of prediction interval,-1.3
Dairy products,10,2002,2003,Upper bound of prediction interval,6.3
Dairy products,11,2002,2003,Lower bound of prediction interval,-7.4
Dairy products,11,2002,2003,Mid point of prediction interval,-0.8
Dairy products,11,2002,2003,Upper bound of prediction interval,6.2
Dairy products,12,2002,2003,Lower bound of prediction interval,-6.2
Dairy products,12,2002,2003,Mid point of prediction interval,-0.3
Dairy products,12,2002,2003,Upper bound of prediction interval,5.9
Dairy products,1,2003,2003,Lower bound of prediction interval,-5.1
Dairy products,1,2003,2003,Mid point of prediction interval,-0.4
Dairy products,1,2003,2003,Upper bound of prediction interval,4.5
Dairy products,2,2003,2003,Lower bound of prediction interval,-5.4
Dairy products,2,2003,2003,Mid point of prediction interval,-1.3
Dairy products,2,2003,2003,Upper bound of prediction interval,2.9
Dairy products,3,2003,2003,Lower bound of prediction interval,-3.9
Dairy products,3,2003,2003,Mid point of prediction interval,-0.3
Dairy products,3,2003,2003,Upper bound of prediction interval,3.4
Dairy products,4,2003,2003,Lower bound of prediction interval,-3.7
Dairy products,4,2003,2003,Mid point of prediction interval,-0.6
Dairy products,4,2003,2003,Upper bound of prediction interval,2.6
Dairy products,5,2003,2003,Lower bound of prediction interval,-4
Dairy products,5,2003,2003,Mid point of prediction interval,-1.6
Dairy products,5,2003,2003,Upper bound of prediction interval,1
Dairy products,6,2003,2003,Lower bound of prediction interval,-3.5
Dairy products,6,2003,2003,Mid point of prediction interval,-1.4
Dairy products,6,2003,2003,Upper bound of prediction interval,0.6
Dairy products,7,2003,2003,Lower bound of prediction interval,-3.7
Dairy products,7,2003,2003,Mid point of prediction interval,-2.2
Dairy products,7,2003,2003,Upper bound of prediction interval,-0.5
Dairy products,8,2003,2003,Lower bound of prediction interval,-2.7
Dairy products,8,2003,2003,Mid point of prediction interval,-1.5
Dairy products,8,2003,2003,Upper bound of prediction interval,-0.3
Dairy products,9,2003,2003,Lower bound of prediction interval,-1.5
Dairy products,9,2003,2003,Mid point of prediction interval,-0.6
Dairy products,9,2003,2003,Upper bound of prediction interval,0.4
Dairy products,10,2003,2003,Lower bound of prediction interval,-0.8
Dairy products,10,2003,2003,Mid point of prediction interval,-0.1
Dairy products,10,2003,2003,Upper bound of prediction interval,0.5
Dairy products,11,2003,2003,Lower bound of prediction interval,-0.4
Dairy products,11,2003,2003,Mid point of prediction interval,-0.1
Dairy products,11,2003,2003,Upper bound of prediction interval,0.3
Dairy products,12,2003,2003,Lower bound of prediction interval,-0.4
Dairy products,12,2003,2003,Mid point of prediction interval,-0.2
Dairy products,12,2003,2003,Upper bound of prediction interval,-0.1
Fats and oils,7,2002,2003,Lower bound of prediction interval,-5.1
Fats and oils,7,2002,2003,Mid point of prediction interval,0.2
Fats and oils,7,2002,2003,Upper bound of prediction interval,6.1
Fats and oils,8,2002,2003,Lower bound of prediction interval,-4.7
Fats and oils,8,2002,2003,Mid point of prediction interval,0.5
Fats and oils,8,2002,2003,Upper bound of prediction interval,5.9
Fats and oils,9,2002,2003,Lower bound of prediction interval,-4.5
Fats and oils,9,2002,2003,Mid point of prediction interval,0.3
Fats and oils,9,2002,2003,Upper bound of prediction interval,5.4
Fats and oils,10,2002,2003,Lower bound of prediction interval,-3.9
Fats and oils,10,2002,2003,Mid point of prediction interval,0.7
Fats and oils,10,2002,2003,Upper bound of prediction interval,5.4
Fats and oils,11,2002,2003,Lower bound of prediction interval,-2.7
Fats and oils,11,2002,2003,Mid point of prediction interval,1.6
Fats and oils,11,2002,2003,Upper bound of prediction interval,6.3
Fats and oils,12,2002,2003,Lower bound of prediction interval,-5
Fats and oils,12,2002,2003,Mid point of prediction interval,-1.1
Fats and oils,12,2002,2003,Upper bound of prediction interval,3.1
Fats and oils,1,2003,2003,Lower bound of prediction interval,-5.2
Fats and oils,1,2003,2003,Mid point of prediction interval,-1.7
Fats and oils,1,2003,2003,Upper bound of prediction interval,2
Fats and oils,2,2003,2003,Lower bound of prediction interval,-3
Fats and oils,2,2003,2003,Mid point of prediction interval,0.2
Fats and oils,2,2003,2003,Upper bound of prediction interval,3.6
Fats and oils,3,2003,2003,Lower bound of prediction interval,-1
Fats and oils,3,2003,2003,Mid point of prediction interval,2
Fats and oils,3,2003,2003,Upper bound of prediction interval,5
Fats and oils,4,2003,2003,Lower bound of prediction interval,-1.2
Fats and oils,4,2003,2003,Mid point of prediction interval,1.3
Fats and oils,4,2003,2003,Upper bound of prediction interval,3.9
Fats and oils,5,2003,2003,Lower bound of prediction interval,-1.5
Fats and oils,5,2003,2003,Mid point of prediction interval,0.6
Fats and oils,5,2003,2003,Upper bound of prediction interval,2.8
Fats and oils,6,2003,2003,Lower bound of prediction interval,-0.5
Fats and oils,6,2003,2003,Mid point of prediction interval,1.3
Fats and oils,6,2003,2003,Upper bound of prediction interval,3.1
Fats and oils,7,2003,2003,Lower bound of prediction interval,-0.6
Fats and oils,7,2003,2003,Mid point of prediction interval,0.9
Fats and oils,7,2003,2003,Upper bound of prediction interval,2.3
Fats and oils,8,2003,2003,Lower bound of prediction interval,-0.3
Fats and oils,8,2003,2003,Mid point of prediction interval,0.8
Fats and oils,8,2003,2003,Upper bound of prediction interval,2
Fats and oils,9,2003,2003,Lower bound of prediction interval,0.3
Fats and oils,9,2003,2003,Mid point of prediction interval,1.2
Fats and oils,9,2003,2003,Upper bound of prediction interval,2
Fats and oils,10,2003,2003,Lower bound of prediction interval,0.5
Fats and oils,10,2003,2003,Mid point of prediction interval,1.1
Fats and oils,10,2003,2003,Upper bound of prediction interval,1.7
Fats and oils,11,2003,2003,Lower bound of prediction interval,1.1
Fats and oils,11,2003,2003,Mid point of prediction interval,1.5
Fats and oils,11,2003,2003,Upper bound of prediction interval,1.9
Fats and oils,12,2003,2003,Lower bound of prediction interval,1
Fats and oils,12,2003,2003,Mid point of prediction interval,1.2
Fats and oils,12,2003,2003,Upper bound of prediction interval,1.4
Fruits and vegetables,7,2002,2003,Lower bound of prediction interval,-2.9
Fruits and vegetables,7,2002,2003,Mid point of prediction interval,1.6
Fruits and vegetables,7,2002,2003,Upper bound of prediction interval,6.6
Fruits and vegetables,8,2002,2003,Lower bound of prediction interval,-2.1
Fruits and vegetables,8,2002,2003,Mid point of prediction interval,2.4
